0114709;Toy Story;1995;Animation|Adventure|Comedy|Family|Fantasy
0113497;Jumanji;1995;Adventure|Comedy|Family|Fantasy
0113228;Grumpier Old Men;1995;Comedy|Romance
0114885;Waiting to Exhale;1995;Comedy|Drama|Romance
0113041;Father of the Bride Part II;1995;Comedy|Family|Romance
0113277;Heat;1995;Crime|Drama|Thriller
0114319;Sabrina;1995;Comedy|Drama
0112302;Tom and Huck;1995;Adventure|Comedy|Drama|Family|Romance|Western
0114576;Sudden Death;1995;Action|Crime|Thriller
0113189;GoldenEye;1995;Action|Adventure|Thriller
0112346;The American President;1995;Comedy|Drama|Romance
0112896;Dracula: Dead and Loving It;1995;Comedy|Fantasy|Horror
0112453;Balto;1995;Animation|Adventure|Drama|Family|History
0113987;Nixon;1995;Biography|Drama|History
0112760;Cutthroat Island;1995;Action|Adventure|Comedy
0112641;Casino;1995;Crime|Drama
0114388;Sense and Sensibility;1995;Drama|Romance
0113101;Four Rooms;1995;Comedy
0112281;Ace Ventura: When Nature Calls;1995;Adventure|Comedy|Crime
0113845;Money Train;1995;Action|Comedy|Crime|Drama|Thriller
0113161;Get Shorty;1995;Comedy|Crime|Thriller
0112722;Copycat;1995;Drama|Mystery|Thriller
0112401;Assassins;1995;Action|Crime|Thriller
0114168;Powder;1995;Drama|Fantasy|Mystery|Sci-Fi|Thriller
0113627;Leaving Las Vegas;1995;Drama|Romance
0114057;Othello;1995;Drama|Romance
0114011;Now and Then;1995;Comedy|Drama|Romance
0114117;Persuasion;1995;Drama|Romance
0112682;The City of Lost Children;1995;Fantasy|Sci-Fi
0115012;Shanghai Triad;1995;Crime|Drama|History|Romance|Thriller
0112792;Dangerous Minds;1995;Biography|Drama
0114746;Twelve Monkeys;1995;Mystery|Sci-Fi|Thriller
0112431;Babe;1995;Comedy|Drama|Family
0112818;Dead Man Walking;1995;Crime|Drama
0113442;It Takes Two;1995;Comedy|Family|Romance
0112697;Clueless;1995;Comedy|Romance
0112749;Cry, the Beloved Country;1995;Drama|Thriller
0114279;Richard III;1995;Drama|Sci-Fi|War
0112819;Dead Presidents;1995;Action|Crime|Drama|Thriller|War
0114272;Restoration;1995;Biography|Drama|History|Romance
0113855;Mortal Kombat;1995;Action|Adventure|Fantasy|Sci-Fi|Thriller
0114681;To Die For;1995;Comedy|Crime|Drama|Thriller
0113347;How to Make an American Quilt;1995;Comedy|Drama|Romance
0114369;Se7en;1995;Crime|Drama|Mystery|Thriller
0114148;Pocahontas;1995;Animation|Adventure|Drama|Family|Musical|Romance
0114916;When Night Is Falling;1995;Drama|Romance
0114814;The Usual Suspects;1995;Crime|Mystery|Thriller
0113819;Mighty Aphrodite;1995;Comedy|Fantasy|Romance
0110299;Lamerica;1994;Drama
0112499;The Big Green;1995;Comedy|Family|Sport
0113158;Georgia;1995;Drama|Music
0113321;Home for the Holidays;1995;Comedy|Drama|Romance
0110877;The Postman (Il Postino);1994;Biography|Comedy|Drama|Romance
0113419;The Indian in the Cupboard;1995;Drama|Family|Fantasy
0116260;Eye for an Eye;1996;Crime|Drama|Thriller
0113862;"Mr. Holland's Opus";1995;Drama|Music
0116126;"Don't Be a Menace to South Central While Drinking Your Juice in the Hood";1996;Comedy|Crime
0118002;Two If by Sea;1996;Comedy|Crime|Romance
0115683;Bio-Dome;1996;Comedy
0116839;Lawnmower Man 2: Beyond Cyberspace;1996;Action|Sci-Fi|Thriller
0113149;French Twist;1995;Comedy
0113118;Friday;1995;Comedy|Drama
0116367;From Dusk Till Dawn;1996;Action|Crime|Horror
0113010;Fair Game;1995;Action|Crime|Romance|Thriller
0113537;Kicking and Screaming;1995;Comedy|Drama|Romance
0113828;Les Misérables;1995;Drama|History
0115644;Bed of Roses;1996;Romance|Drama
0115676;Big Bully;1996;Comedy|Thriller
0114367;Screamers;1995;Horror|Sci-Fi|Thriller
0113973;Nico Icon;1995;Documentary|Biography|Music
0112744;The Crossing Guard;1995;Drama|Thriller
0116731;The Juror;1996;Drama|Thriller
0112445;The White Balloon;1995;Drama|Family
0114660;"Things to Do in Denver When You're Dead";1995;Crime|Drama
0112379;"Antonia's Line";1995;Comedy|Drama
0114039;Once Upon a Time... When We Were Colored;1995;Drama|Romance
0112365;Angels and Insects;1995;Drama|Romance
0118158;White Squall;1996;Adventure|Drama
0116151;Dunston Checks In;1996;Comedy|Adventure|Family
0115697;Black Sheep;1996;Comedy
0113972;Nick of Time;1995;Action|Crime|Drama|Thriller
0117002;Mary Reilly;1996;Drama|Horror|Romance|Thriller
0114825;Vampire in Brooklyn;1995;Comedy|Fantasy|Horror|Romance
0115639;Beautiful Girls;1996;Comedy|Drama|Romance
0115759;Broken Arrow;1996;Action|Adventure|Thriller
0113403;"A Midwinter's Tale";1995;Comedy
0113247;La Haine;1995;Crime|Drama
0113283;Heidi Fleiss: Hollywood Madam;1995;Documentary|Biography
0115907;City Hall;1996;Drama
0115734;Bottle Rocket;1996;Comedy|Crime|Drama
0117102;Mr. Wrong;1996;Comedy
0118040;Unforgettable;1996;Drama|Mystery|Sci-Fi|Thriller
0116483;Happy Gilmore;1996;Comedy|Sport
0112579;The Bridges of Madison County;1995;Drama|Romance
0110251;Nobody Loves Me;1994;Comedy|Drama
0117110;Muppet Treasure Island;1996;Action|Adventure|Comedy|Family|Musical|Romance
0112646;Catwalk;1995;Documentary
0112573;Braveheart;1995;Biography|Drama|History|War
0075314;Taxi Driver;1976;Crime|Drama
0113326;Rumble in the Bronx;1995;Action|Comedy|Crime|Thriller
0115645;Before and After;1996;Crime|Drama|Mystery
0112373;Anne Frank Remembered;1995;Documentary|Biography|War
0115033;"The Young Poisoner's Handbook";1995;Crime|Drama
0116606;If Lucy Fell;1996;Comedy|Romance
0114536;Steal Big Steal Little;1995;Comedy
0106473;The Boys of St. Vincent;1992;Drama
0103859;Boomerang;1992;Comedy|Drama|Romance
0109424;Chungking Express;1994;Comedy|Crime|Drama|Mystery|Romance
0116324;Flirting with Disaster;1996;Comedy
0110647;The NeverEnding Story III;1994;Adventure|Comedy|Family|Fantasy
0110217;"Jupiter's Wife";1995;Documentary|Biography|Mystery
0114131;Pie in the Sky;1995;Comedy|Romance
0113451;Jade;1995;Crime|Drama|Thriller
0116130;Down Periscope;1996;Comedy
0113756;Man of the Year;1995;Comedy|Romance
0118055;Up Close & Personal;1996;Drama|Romance
0115685;The Birdcage;1996;Comedy
0112585;The Brothers McMullen;1995;Comedy|Drama|Romance
0112442;Bad Boys;1995;Action|Comedy|Crime|Thriller
0112342;The Amazing Panda Adventure;1995;Adventure|Drama|Family
0112461;The Basketball Diaries;1995;Biography|Crime|Drama|Sport
0112427;An Awfully Big Adventure;1995;Comedy|Drama|Romance
0109093;Amateur;1994;Comedy|Crime|Drama|Thriller
0112384;Apollo 13;1995;Adventure|Drama|History
0114287;Rob Roy;1995;Adventure|Biography|Drama|History
0112288;The Addiction;1995;Horror
0112462;Batman Forever;1995;Action|Adventure|Fantasy
0061395;Belle de Jour;1967;Drama
0112495;Beyond Rangoon;1995;Action|Drama
0112541;Blue in the Face;1995;Comedy
0109370;Canadian Bacon;1995;Comedy
0112642;Casper;1995;Comedy|Family|Fantasy
0112688;Clockers;1995;Crime|Drama|Mystery
0112715;Congo;1995;Action|Adventure|Mystery|Sci-Fi
0112740;Crimson Tide;1995;Action|Drama|Thriller|War
0109508;Crumb;1994;Documentary|Biography|Comedy
0112851;Desperado;1995;Action|Thriller
0112857;Devil in a Blue Dress;1995;Crime|Drama|Mystery|Thriller
0112864;Die Hard: With a Vengeance;1995;Action|Adventure|Thriller
0112887;The Doom Generation;1995;Action|Comedy|Crime|Drama|Thriller
0113071;First Knight;1995;Action|Adventure|Romance
0113114;Free Willy 2: The Adventure Home;1995;Adventure|Drama|Family
0113243;Hackers;1995;Comedy|Crime|Drama|Thriller
0113464;Jeffrey;1995;Comedy|Drama
0113481;Johnny Mnemonic;1995;Action|Sci-Fi|Thriller
0113492;Judge Dredd;1995;Action|Crime|Sci-Fi|Thriller
0113500;Jury Duty;1995;Comedy
0113540;Kids;1995;Drama
0113677;Living in Oblivion;1995;Comedy|Drama
0113690;Lord of Illusions;1995;Horror|Mystery|Thriller
0107447;Love & Human Remains;1993;Drama|Comedy
0113729;Mad Love;1995;Drama|Romance
0113749;Mallrats;1995;Comedy|Romance
0113820;Mighty Morphin Power Rangers: The Movie;1995;Action|Adventure|Family|Sci-Fi|Thriller
0110604;Mute Witness;1995;Crime|Thriller
0110620;Nadja;1994;Drama|Horror
0113957;The Net;1995;Action|Crime|Drama|Mystery|Thriller
0113986;Nine Months;1995;Comedy|Romance
0114095;Party Girl;1995;Comedy
0114194;The Prophecy;1995;Action|Crime|Drama|Fantasy|Horror|Mystery|Thriller
0114241;Reckless;1995;Comedy|Drama|Fantasy
0114323;Safe;1995;Drama
0114345;The Scarlet Letter;1995;Drama|Romance
0114436;Showgirls;1995;Drama
0114478;Smoke;1995;Comedy|Drama
0114496;Something to Talk About;1995;Comedy|Drama|Romance
0114508;Species;1995;Action|Horror|Sci-Fi|Thriller
0114558;Strange Days;1995;Action|Crime|Drama|Sci-Fi|Thriller
0058450;The Umbrellas of Cherbourg;1964;Drama|Musical|Romance
0114663;Three Wishes;1995;Drama|Fantasy
0114702;Total Eclipse;1995;Biography|Drama|Romance
0114682;To Wong Foo Thanks for Everything, Julie Newmar;1995;Comedy|Drama
0114781;Under Siege 2: Dark Territory;1995;Action|Thriller
0114798;Unstrung Heroes;1995;Comedy|Drama
0114805;Unzipped;1995;Documentary
0114887;A Walk in the Clouds;1995;Drama|Romance
0114898;Waterworld;1995;Action|Adventure|Sci-Fi|Thriller
0114928;"White Man's Burden";1995;Drama|Thriller
0114938;Wild Bill;1995;Action|Biography|Western
0109340;The Browning Version;1994;Drama
0112602;Bushwhacked;1995;Adventure|Comedy|Crime|Family|Mystery
0111579;Burnt by the Sun;1994;Drama|War
0110882;Before the Rain;1994;Drama|War
0112471;Before Sunrise;1995;Drama|Romance
0112508;Billy Madison;1995;Comedy
0112438;The Babysitter;1995;Drama|Thriller
0112571;Boys on the Side;1995;Comedy|Drama
0112757;The Cure;1995;Drama
0112643;Castle Freak;1995;Drama|Horror|Mystery|Thriller
0112679;Circle of Friends;1995;Drama|Romance
0109445;Clerks;1994;Comedy
0112883;Don Juan DeMarco;1994;Comedy|Drama|Romance
0109635;Disclosure;1994;Drama|Thriller
0109676;Drop Zone;1994;Action|Adventure|Thriller
0112854;Destiny Turns on the Radio;1995;Crime|Comedy|Fantasy
0109579;Death and the Maiden;1994;Drama|Mystery|Thriller
0109642;Dolores Claiborne;1995;Crime|Drama|Mystery|Thriller
0109686;Dumb and Dumber;1994;Comedy
0111797;Eat Drink Man Woman;1994;Comedy|Drama|Romance
0109759;Exotica;1994;Drama
